1 1 535407 35.4 140 24 3 3 4 2 4 4 1 2 1 3.00000000132556 1 5 57 69 3 2 3 1 03205 00000 00000 2
2 1 529827 38.3000013785218 120 16.000036160656 4 3 4 2 5 4 4 1 1 3.00000723213121 4 5 60 6.5 3 3.00000357264299 2 1 03205 00000 00000 2
1 1 529888 37.9 60 15 3 1 4 2 5 4 4 2 2 3.00004534238744 4 5 65 7.5 1 3.00002267090338 1 1 02305 00000 00000 1
2 1 529821 37.5 48 16 1 1 1 1 1 1 1 1 1 3.00026618996603 1 1 37 6.5 1 3.00013309457265 1 2 00000 00000 00000 2
1 1 528890 38.9 80 44 3 3 3 2 2 3 3 2 2 7 3 1 54 6.5 3 4.331250893647 2 1 07111 00000 00000 2
2 1 529642 37.2 84 48 3 3 5 2 4 1 2 1 2 3.04724473501367 2 1 73 5.5 2 4.1 2 2 04300 00000 00000 1
2 1 529766 38.6 46 16.0014210447296 1 1 2 1 1 3 2 1 1 3.00028420894591 1 2 49 9.1 1 1.6 1 2 03111 00000 00000 1
2 1 529461 40.3 114 36 3 3 1 2 2 3 3 2 1 7 1 5 57 8.1 3 4.5 3 1 07400 00000 00000 1
2 1 530438 37.8 48 32 1 1 3 1 2 1 1 1 1 3.00000000377596 4 5 37 6.7 1 3.00000000188798 1 2 02124 00000 00000 2
2 1 527957 38.5 60 22.869112745787 2 2 1 1 1 2 2 2 1 4.60706978258992 1 1 44 7.7 3 3.88779047001759 1 2 00000 00000 00000 2
1 1 528630 37.8 88 22 2 1 2 1 3 2 3 2 1 5.65939998732933 4 2 64 8 1 6 2 1 03205 00000 00000 1
2 1 534293 38.2 130 16 4 3 4 2 2 4 4 1 1 3.00000000317739 1 1 65 82 2 2 3 2 02209 01400 00000 2
1 1 529667 39 64 36 3 1 4 2 3 3 2 1 2 7 4 5 44 7.5 3 5 1 1 02113 00000 00000 1
1 1 534885 38.3000000005039 60 36 3 1 3 1 3 3 2 1 1 3.00000000287907 3 4 26 72 2 1 1 1 02208 00000 00000 2
2 1 534784 37.9 72 16.0000000121074 1 1 5 2 3 3 1 1 3 2 3 4 58 74 1 2 1 1 02322 00000 00000 2
2 1 528931 38.4 54 24 1 1 1 1 1 3 1 2 1 5.02159571377835 3 2 49 7.2 1 3.75830610251496 1 2 03111 00000 00000 1
2 1 530276 38 48 12 1 1 1 1 1 3 1 1 1 3.00000000094735 3 2 42 6.3 2 4.1 1 2 03111 00000 00000 1
2 1 528214 37 60 20 3 1 1 1 3 1 3 2 2 4.5 4 4 43 7.6 1 3.61576357805453 3 1 02209 00000 00000 1
1 1 529424 37.8 48 28 1 1 1 1 1 2 1 2 2 5.33524949013539 1 1 46 5.9 2 7 1 2 00000 00000 00000 1
1 1 528469 38.1 52 24 1 1 5 1 4 3 1 2 3 7 1 2 54 7.5 2 2.6 2 1 02112 00000 00000 1
2 1 534753 38.7 52 20 2 1 1 1 1 1 1 1 1 3.00000000298843 1 1 33 77 1 3.00000000149421 1 2 00000 00000 00000 2
1 1 527463 37.5 96 18 1 3 6 2 3 4 2 2 3 5 2 4 69 8.9 3 3.88007159321259 1 1 02208 00000 00000 1
1 1 527518 36.4 98 35 3 3 4 1 4 3 2 2 1 4.75530976132583 4 4 47 6.4 3 3.6 2 1 02205 00000 00000 1
1 1 534756 37.3 40 16.0000000093016 1 3 1 1 2 3 2 3 1 3.00000000186031 3 5 36 6.00000000069762 3 2 1 1 03111 00000 00000 2
1 1 529849 37.8 60 80 1 3 2 2 2 3 3 2 2 5.5 4 1 40 4.5 2 3.00000000138918 1 1 05206 00000 00000 1
2 1 529304 38 54 30 2 3 3 3 3 1 2 2 2 5.89177261112014 1 4 45 6.2 3 4.33400291143251 1 2 00400 00000 00000 2
1 1 529388 40.0323770925133 88 40 3 3 4 2 5 4 3 3 1 6.46475419403951 4 5 50 7.7 3 1.4 2 1 04205 00000 00000 1
2 1 529703 39 64 40 1 1 5 1 3 3 2 2 1 3.00047710877894 3 3 42 7.5 2 2.3 1 2 05000 00000 00000 1
2 1 529461 40.3 114 36 3 3 1 2 2 3 3 2 1 7 1 5 57 8.1 3 4.5 2 1 03205 00000 00000 1
2 1 530251 38.8 50 20 3 1 1 1 1 1 1 2 1 3.00000000376713 3 1 42 6.2 1 3.00000000188356 1 2 00000 00000 00000 2
2 1 528729 37.5 48 30 4 1 3 1 1 2 1 1 1 5.36055239803707 1 1 48 8.6 3 4.10956365362071 1 2 00000 00000 00000 2
1 1 535158 37.3 48 20 1 1 2 1 3 3 3 2 1 3.00000000112255 3 5 41 69 1 3.00000000056127 1 1 03205 00000 00000 2
1 1 534145 38.1 88 32 3 3 4 1 2 3 3 2 3 1 4 5 55 60 1 3.00000000039948 3 2 03205 00000 00000 2
2 1 534135 37.7 44 40 2 1 3 1 1 3 2 1 1 3.00000000329864 1 5 41 60 1 3.00000000164932 1 2 00000 00000 00000 2
2 1 530002 39.6 108 51 3 3 6 2 2 4 3 1 2 3.0000000000082 3 5 59 8 2 2.6 1 2 04300 00000 00000 1
1 9 5292489 38 140 68 1 1 1 1 3 3 2 2 1 5.2643711299132 2 1 39 5.3 3 3.84913917371745 1 1 07111 00000 00000 2
1 1 527563 37.8 52 24 1 3 3 1 4 4 1 2 3 5.7 2 5 48 6.6 1 3.7 2 1 05400 00000 00000 2
1 1 533696 38.7 60 32 4 3 2 2 4 4 4 2 2 3.00000000059748 4 5 53 64 3 2 3 1 03205 00000 00000 2
1 9 5297379 38.4 84 40 3 3 2 1 3 3 3 1 1 3.36436483181044 1 1 36 6.6 2 2.8 2 1 02205 00000 00000 1
1 1 527544 38.4731778279342 70 16 3 4 5 2 2 3 2 2 1 4.83070868911831 4 5 60 7.5 2 4.02041411429902 2 1 02112 00000 00000 2
1 1 532349 38.4 44 24 3 1 4 1 5 4 3 2 1 3.00000000056279 4 5 50 77 1 3.00000000028139 1 1 03205 00000 00000 2
1 1 535208 38 44 12 1 1 1 1 3 3 3 2 1 3.00000000118839 4 5 42 65 1 3.00000000059419 1 1 03205 03111 00000 2
2 1 5290482 39.5 105.246820878024 32.7580818425383 3 3 4 2 3 4 3 2 3 5.5 4 5 52.6234104622512 6.7 1 4.25685613915866 3 1 04205 00000 00000 2
1 1 533983 36.5 78 30 1 1 1 1 5 3 1 2 1 3.00000000142644 1 1 34 75 2 1 1 1 03112 06112 00000 2
2 1 535166 38.1 56 20 2 1 2 1 1 3 1 1 1 3.00000000309607 1 1 46 70 1 3.00000000154803 1 2 00000 00000 00000 2
1 1 528682 39.4 54 66 1 1 2 1 2 3 2 1 1 6.25529482831185 3 4 39 6 2 4.42355364357242 1 1 02206 00000 00000 1
1 1 534556 38.3 80 40 1 1 6 2 4 3 1 2 2 3.00000000335783 1 4 67 10.2 2 1 3 1 02208 00000 00000 2
2 1 534579 38.7 40 28 2 1 1 1 3 1 1 2 2 3.00000000295859 1 1 39 62 1 1 1 2 00000 00000 00000 2
1 1 530360 38.2 64 24 1 1 3 1 4 4 3 2 1 3.00000000026134 4 4 45 7.5 1 2 2 1 03205 00000 00000 1
2 1 529840 37.6 48 20 3 1 4 1 1 1 3 2 1 3.00021100125015 1 1 37 5.5 1 3.00010550028426 3 1 02205 00000 00000 2
1 1 528461 38 42 68 4 1 1 1 3 3 2 2 2 5.61782399441739 4 4 41 7.6 3 4.382140586021 1 1 02205 00000 00000 2
1 1 5262541 37.4 50 32 3 3 2 1 4 4 1 2 1 5.06301991676676 1 2 45 7.9 2 1 1 1 02208 00000 00000 1
2 1 530670 37.6 88 36 3 1 1 1 3 3 2 1 3 1.5 1 1 44 6 1 3.00000000159871 2 1 01400 00000 00000 2
1 1 534572 38 48 20 3 1 3 1 4 3 1 2 1 3.00000000184245 3 5 43 73 2 1 1 1 03111 00000 00000 2
1 9 5287179 38.1 136 48 3 3 3 1 5 1 3 2 2 4.4 2 2 33 4.9 2 2.9 2 1 02205 00000 00000 1
2 1 532349 38 56 16.0000000161587 1 2 3 1 1 1 1 1 1 3.00000000323173 1 1 42 71 1 3.00000000161586 1 2 00000 00000 00000 2
2 1 534491 38 60 32 1 1 1 1 3 3 1 1 1 3.00000000313594 1 1 50 7 1 1 1 2 00000 00000 00000 2
1 1 529960 38.1 44 9 3 1 1 1 2 2 1 1 1 3.00000000000163 4 5 31 7.3 1 3.00000000000061 1 2 05124 00000 00000 2
1 1 530402 38.3000000001102 120 16.0000000031465 4 3 6 2 5 4 4 2 2 3.0000000006293 4 5 57 4.5 3 3.9 2 1 03205 00000 00000 1
1 1 529424 37.8 48 28 1 1 1 2 1 2 1 2 2 5.55473184247475 1 1 46 5.9 2 7 1 2 00000 00000 00000 1
1 1 534519 37.1 84 40 3 3 6 1 2 4 4 3 2 2 4 5 75 81 1 3.00000000206846 3 2 01400 00000 00000 2
2 1 535246 38.3000000005617 80 32 3 3 2 1 2 3 3 2 1 3.0000000032096 3 1 50 80 1 3.00000000160479 1 1 00000 00000 00000 2
1 1 534115 38.2 48 16.0000000095555 1 3 3 1 3 4 4 1 3 2 4 5 42 71 1 3.00000000095555 1 1 03111 00000 00000 2
2 1 530001 38 44 12 2 1 3 1 3 4 3 1 2 6.5 1 4 33 6.5 1 3.0000000175817 2 1 02209 00000 00000 2
1 1 529272 38.3 132 35.521896361348 1 3 6 2 2 4 2 2 3 6.2 4 4 57 8 3 5.2 1 1 02112 00000 00000 1
1 1 529399 39.3 83.7339608042803 35.2569351658015 4 3 6 2 4 4 2 1 3 4 4 4 75 7.68286102268855 3 4.3 2 1 02207 00000 00000 1
1 1 533836 38.3000000005781 100 16.0000000165154 3 3 4 2 1 4 4 2 1 2 1 1 68 64 3 2 1 1 02209 00000 00000 2
2 1 528804 38.6 48 20 3 1 1 1 1 3 2 2 1 5.15112276873149 3 2 50 7.3 1 3.80688914548872 1 2 03111 00000 00000 1
2 1 535163 38.8 48 40 1 1 3 1 3 3 4 2 2 3.00000000042529 1 5 41 65 1 3.00000000021264 1 1 04124 00000 000000 2
2 1 528247 38 48 20 3 3 4 1 1 4 2 2 1 5 2 2 49 8.3 1 4.01555602991071 1 2 00400 00000 00000 1
2 1 528996 38.6 52 20 1 1 1 1 3 3 2 1 1 5.75637186931176 1 3 36 6.6 1 5 1 2 00000 00000 00000 1
1 1 533928 37.8 60 24 1 1 3 2 1 4 4 2 3 2 1 5 52 75 1 3.00000000174364 3 1 02205 00000 00000 2
2 1 528134 39.0060911472457 80.4137769575452 12 1 1 2 1 2 1 2 3 1 4.85802324816235 1 3 44 7.5 2 3.93165145112664 1 2 00000 00000 00000 1
2 1 535176 39.5 60 10 3 1 1 2 3 3 2 2 1 3.00000000314704 3 1 38 56 1 3.00000000157351 1 2 00000 00000 00000 2
1 1 533942 38 66 20 1 3 3 1 5 3 1 1 1 3.00000000000155 3 1 46 46 3 2 3 1 06209 00000 00000 2
1 1 528523 38.7 76 24.7786237623504 1 1 5 2 3 3 2 2 2 5.04609030131216 4 4 50 8 3 4.12785845434412 1 1 02208 00000 00000 1
1 1 527916 38.3 40 18 1 1 1 1 3 1 1 2 2 4.09013743079707 2 1 43 5.9 1 3.73210742662178 1 2 00000 00000 00000 1
1 1 530254 38.4 104 40 1 1 3 1 2 4 2 2 3 6.5 1 4 55 8.5 1 3.00000000342879 1 1 02124 00000 00000 2
2 1 527677 39 86 16 3 3 5 2 3 3 3 1 2 6.23133528345172 1 2 68 5.8 3 6 2 1 05400 00000 00000 1
1 1 535292 38.5 129 48 3 3 3 1 2 4 3 1 3 2 1 1 57 66 3 2 1 1 02206 00000 00000 2
1 1 529729 38.7935408984187 104 30.0983212396772 3 3 5 2 2 4 3 1 3 5.81966424793544 4 4 69 8.6 2 3.4 2 1 02207 00000 00000 1
1 1 535130 38.2 60 30 1 1 3 1 3 3 1 2 1 3.00000000003073 3 2 48 66 1 3.00000000001536 1 1 06112 00000 00000 2
1 1 533968 38.3000000000008 60 30 3 3 4 2 5 4 4 1 1 3.00000000000447 4 1 45 70 3 2 1 1 06111 03111 00000 2
1 1 530239 38.4 84 30 3 1 5 2 4 3 3 2 3 6.5 4 4 47 7.5 3 3.00000000477755 2 1 02300 00000 00000 2
2 1 534857 37.8 56 16 1 1 2 1 2 1 1 2 1 3.00000000291208 1 1 44 68 1 1 1 2 00000 00000 00000 2
2 1 534053 38.2 68 32 2 2 2 1 1 1 1 3 1 3.00000000302173 1 1 43 65 1 3.00000000151086 1 2 00000 00000 00000 2
1 1 527365 38.4 80 30 4 3 1 1 3 3 3 3 3 5.03065332900197 4 5 32 6.1 3 4.3 1 1 07209 00000 00000 1
1 1 5299603 38.3 60 16 3 1 1 1 2 1 1 2 2 3 1 4 30 6 1 3 1 1 31110 00000 00000 2
1 1 528742 37.1 40 8 1 1 4 1 3 3 1 1 1 3.68352708947683 3 3 23 6.7 3 3.25632974856089 1 1 03133 00000 00000 1
1 1 534788 38.2 48 18 1 1 1 1 3 3 3 1 2 3.00000000008224 4 1 48 74 1 2 1 1 05111 00000 00000 2
2 1 534163 37.9 88 24 1 1 2 1 2 2 1 2 2 3.00000000318455 4 1 37 56 1 3.00000000159227 1 2 00000 00000 00000 2
2 1 529628 38.5 60 20 1 1 5 2 2 2 1 2 1 6.29724969126989 2 3 63 7.5 2 2.3 3 2 00300 00000 00000 1
2 1 521399 38.5 96 36 3 3 1 2 2 4 2 1 2 6.1624317931983 4 5 70 8.5 3 4.39729059310307 2 1 01400 00000 00000 1
2 1 534157 38.5 60 40 3 1 2 1 2 1 2 2 2 3.00000000321439 3 2 49 59 1 3.00000000160719 1 2 00000 00000 00000 2
1 1 528047 37.3 48 12 1 1 3 1 3 1 3 2 1 3.95508347351791 3 3 40 6.6 2 3.35816170054471 1 1 03205 00000 00000 1
1 1 528641 38.5 86 31.1053005254877 1 1 3 1 4 4 3 2 1 6.02106040958677 3 5 45 7.4 1 3.4 2 1 03209 00000 00000 1
2 1 529685 37.2 36 9 1 1 1 1 2 3 1 2 1 3.00000796904847 4 1 35 5.7 1 3.00000298839317 1 2 31110 00000 00000 2
1 1 529528 39.2 65.1865761602835 23 3 1 3 1 4 4 2 2 2 3.38442972924672 1 1 36 6.6 1 3 1 1 03115 00000 00000 1
1 1 535137 38.5 96 30 2 3 4 2 4 4 3 2 1 3.00000000004488 3 5 50 65 1 3.00000000002244 1 1 06111 03112 00000 2
1 1 535338 37.8 88 80 3 3 5 2 1 3 3 2 3 3.00000000142243 4 5 64 89 1 3.00000000071121 3 1 03205 00000 00000 2
2 1 534478 37.5 44 10 3 1 1 1 3 1 2 2 2 3.00000000297676 3 3 43 51 1 1 1 2 00000 00000 00000 2
1 1 530401 37.9 68 20 1 1 2 1 2 4 2 2 2 3.00000000000014 1 5 45 4 3 2.8 2 1 05400 00000 00000 1
1 1 529893 38 86 24 4 3 4 1 2 4 4 1 1 3.00000505790362 4 5 45 5.5 1 10.1 2 1 03111 00000 00000 1
1 9 5294369 38.9 120 30 1 3 2 2 3 3 3 3 1 3 1 2 47 6.3 1 4.40985829825177 1 2 02124 00000 00000 2
1 1 528183 37.6 45 12 3 1 3 1 2 2 2 2 1 3.74970753280938 1 4 39 7 2 1.5 1 1 02112 00000 00000 1
2 1 529183 38.6 56 32 2 1 1 1 1 1 1 2 2 4.89569696365592 2 1 40 7 2 2.1 1 2 00000 00000 00000 1
1 1 529135 37.8 40 12 1 1 1 1 1 2 1 2 1 3.3393280800676 1 2 38 7 1 3.12731382974805 1 1 03111 00000 00000 2
1 1 529736 38.6811966494037 52 28 3 3 4 1 3 4 3 2 1 5.17820906518097 4 4 37 8.1 3 4.089100662207 1 1 02111 00000 00000 2
1 1 535031 38.5 92 40 4 3 1 1 2 4 3 2 2 3.00000000307204 4 1 46 67 2 2 1 1 02208 00000 00000 2
1 1 528800 39.7697470430613 112 13 4 4 4 1 2 3 1 2 1 4.5 4 4 60 6.3 3 4.57773496086746 1 1 02205 00000 00000 1
1 1 528178 37.7 66 12 1 1 3 1 3 3 2 2 2 3.9016841652493 4 4 31.5 6.2 2 1.6 1 1 02208 00000 00000 1
1 1 535392 38.8 50 14 1 1 1 1 3 1 1 1 1 3.00000000206395 3 5 38 58 1 3.00000000103197 1 1 03111 00000 00000 2
2 1 528931 38.4 54 24 1 1 1 1 1 3 1 2 1 5.41062463790841 3 2 49 7.2 1 8 1 2 03111 00000 00000 1
1 1 528503 39.2 120 20 4 3 5 2 2 3 3 1 3 5.79900644585572 1 4 60 8.8 3 4.37331420488155 2 1 02205 00000 00000 2
1 1 535196 37.3 90 40 3 1 6 2 5 4 3 2 2 3.00000000136446 1 5 65 50 3 2 3 1 03205 00000 00000 2
2 1 530028 39.5 92 28 3 3 6 1 5 4 1 2 3 3.00000000064965 4 1 72 6.4 1 3.6 2 2 03300 00000 00000 2
1 1 530526 38.3 72 30 4 3 3 2 3 3 3 2 1 3.00000000096687 3 5 43 7 2 3.9 1 1 03113 00000 00000 1
2 1 528729 37.5 48 30 4 1 3 1 1 2 1 1 1 5.36055239803707 1 1 48 8.6 3 4.10956365362071 1 2 00400 00000 00000 2
1 1 528469 38.1 52 24 1 1 5 1 4 3 1 2 3 7 1 2 54 7.5 2 2.6 2 1 02206 00000 00000 1
2 1 533750 37.9 54 42 2 1 5 1 3 1 1 2 1 3.0000000037384 1 2 47 54 3 1 1 2 00000 00000 00000 2
2 1 528702 36.1 88 27.2669344100995 3 3 3 1 3 3 2 2 3 5.25443851930375 1 4 45 7 3 4.8 3 1 02209 00000 00000 1
1 1 529160 38 90 30 4 3 4 2 5 4 4 2 1 6.53107050484382 4 5 55 6.1 3 4.32415520919818 2 1 03205 00000 00000 2
1 1 529045 38.2 52 16 1 1 2 1 1 2 1 1 1 5.00003399757268 1 2 43 8.1 3 3.9324610990172 1 2 00000 00000 00000 1
1 1 530354 38.300000000847 36 32 1 1 4 1 5 3 3 2 3 4 1 4 41 5.9 1 3.00000000241991 2 1 02205 00000 00000 2
1 1 530366 37.6 68 32 3 1 3 1 4 2 4 2 2 6.5 1 5 47 7.2 1 3.00000000005506 1 1 03209 00000 00000 2
1 1 530170 38.1 88 24 3 3 4 1 5 4 3 2 1 3.00000000945121 3 4 41 4.6 1 3.00000000472558 2 1 02209 00000 00000 2
1 1 527709 38 108 60 2 3 4 1 4 3 3 2 1 5.47988378310971 3 4 46.4072844923781 7.07380021016912 3 4.31768959825649 1 1 02205 00000 00000 2
1 1 535043 39.3 100 51 4 4 6 1 2 4 1 1 3 2 1 4 66 13 3 2 3 1 02113 00000 00000 2
2 1 527940 36.6 42 18 3 3 2 1 1 4 1 1 1 4.21516239589268 1 5 52 7.1 1 3.45568117525282 2 1 05111 00000 00000 2
1 9 5291719 38.8 124 36 3 1 2 1 2 3 4 1 1 6.73826432674524 4 4 50 7.6 3 4.44367472795411 2 1 02208 00000 00000 1
2 1 530561 38.3000000009374 112 24 3 3 4 2 5 4 2 2 2 3.00000000535646 4 1 40 5.3 3 2.6 1 2 00400 00000 00000 1
1 1 533871 37.5 72 16.0000000000011 2 1 1 1 2 1 1 1 1 3.00000000000021 1 1 35 65 2 2 3 1 07209 00000 00000 2
2 1 534719 37.5 52 12 1 1 1 1 2 3 2 2 1 3.00000000302267 3 5 36 61 1 1 1 2 00000 00000 00000 2
1 1 527734 40.8 72 42 3 3 1 1 2 3 1 2 1 3.70607979678145 1 1 54 7.4 3 3.2647702099317 2 1 11400 00000 00000 1
2 1 534933 38 40 25 1 1 1 1 4 3 2 1 1 3.00000000326831 4 1 37 69 1 3.00000000163415 1 2 00000 00000 00000 2
2 1 529296 38.4 48 16 2 1 1 1 1 1 2 2 1 3.93195916691512 1 2 39 6.5 1 3.3495843326237 1 2 03111 00000 00000 1
1 1 528743 37.1 75 36 1 1 3 2 4 4 2 2 3 5 4 4 48 7.4 3 3.2 2 1 12208 00000 00000 1
1 1 530478 38.3 44 21 3 1 2 1 3 3 3 2 1 3.00000000261223 1 5 44 6.5 2 4.4 1 1 02209 00000 00000 1
2 1 528590 39.6383503718486 56 68 3 1 1 1 3 3 1 2 1 5.67670074369792 1 2 40 6 3 4.00376277888707 3 1 05206 00000 00000 2
2 1 529865 38.6 68 20 2 1 3 1 3 3 2 1 1 3.00000000015647 1 5 38 6.5 1 3.0000000000587 1 2 05124 00000 00000 1
2 1 527829 38.3 54 18 3 1 2 1 2 3 2 2 3 5.4 3 4 44 7.2 3 4.20916131686775 1 2 02124 00000 00000 1
1 1 527883 39.3 64 90 2 3 1 1 1 3 1 1 2 6.5 1 5 39 6.7 1 3.01010293189964 1 1 31110 00000 00000 2
1 1 528570 37.5 60 50 3 3 1 1 3 3 2 2 2 3.5 3 4 35 6.5 1 3.54946531473802 2 1 02209 00000 00000 2
1 1 534626 37.7 80 16.0000000010019 3 3 6 1 5 4 1 2 3 3.00000000020038 3 1 50 55 3 2 1 1 04206 00000 00000 2
1 1 529796 38.3258904074746 100 30 3 3 4 2 5 4 4 3 3 3.14794092270969 4 4 52 6.6 1 3.07397017443161 1 1 02124 00000 00000 2
1 1 528638 37.7 120 28 3 3 3 1 5 3 3 1 1 6.38113187382645 1 2 65 7 3 4.26792445559443 2 1 04205 00000 00000 1
1 9 5297159 38.8 150 50 1 3 6 2 5 3 2 1 1 3.00130286088825 1 1 50 6.2 1 3.00048857506069 2 1 04207 00000 00000 2
1 1 534787 38 36 16 3 1 1 1 4 2 2 3 3 2 3 1 37 75 2 1 3 2 03111 00000 00000 2
2 1 528620 36.9 50 40 2 3 3 1 1 3 2 3 1 7 1 1 37.5 6.5 1 3.65767281603134 1 2 03111 00000 00000 2
2 1 528019 37.8 40 16 1 1 1 1 1 1 1 2 2 3.76197309866699 1 1 37 6.8 1 3.50751662338926 1 2 00000 00000 00000 2
2 1 529172 38.2 56 40 4 3 1 1 2 4 3 2 2 7.5 1 2 47 7.2 1 2.5 1 2 08300 00000 00000 1
2 1 530624 40 78 16.0000000000002 3 3 5 1 2 3 1 1 1 3.00000000000004 4 1 66 6.5 1 3.00000000000002 2 1 08400 00000 00000 1
1 1 527544 38.4731778279342 70 16 3 4 5 2 2 3 2 2 1 4.83070868911831 4 5 60 7.5 2 4.02041411429902 2 1 01400 00000 00000 2
2 1 530439 38.5 54 16.0000000163798 1 1 1 1 3 1 1 2 1 3.00000000327597 1 1 40 6.8 2 7 1 2 00000 00000 00000 1
1 1 5283431 38.5 66 24 1 1 1 1 3 3 1 2 1 3.0040440161598 4 5 40 6.7 1 3.00151650605992 1 1 31110 00000 00000 1
1 1 529126 38 50 36 1 1 1 1 3 2 2 2 2 3.42030225120594 3 1 39 6.6 1 5.3 1 1 08400 00000 00000 1
1 1 528890 38.9 80 44 3 3 3 1 2 3 3 2 2 7 3 1 54 6.5 3 4.30129959356599 2 1 07111 00000 00000 2
1 1 530034 37 66 20 1 3 2 1 4 3 3 1 2 3.00000000000003 1 5 35 6.9 2 3.00000000000001 2 1 31110 00000 00000 2
2 1 533902 38.5 40 16 1 1 1 1 2 1 1 2 2 3.00000000303529 3 2 37 67 1 3.00000000151764 1 2 00000 00000 00000 2
2 1 527702 37.2 72 24 3 2 4 2 4 3 3 3 1 5.49267264840017 4 4 44 6.96150952196366 3 3.3 3 1 02208 00000 00000 1
1 1 529386 37.5 72 30 4 3 4 1 4 4 3 2 1 6.26883466897502 3 5 60 6.8 3 4.22581553001545 2 1 03205 00000 00000 2
